"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path","rotation_aligned","alignment_chamfer_distance"
"UB40-B011","data/reference_models/stl/UB40-T011.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.0032956721596864485","0.011289558210734529","True","2.0","1.0","0.4846454154049535","0.0004085174174777162","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","11","11","UB40-T011","UB40-T011","UB40-T011.stl","A very slender straight cylindrical pin about 0.75 units long and about 0.043 units in diameter, with flat ends and no head.","22","124","data/reference_models/stl/UB40-T011.stl","False","0.0032956721596864485"
"UB40-B012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.013841467894765036","0.1413913749652048","True","0.0","0.0","0.3633361865829958","0.035978826649591455","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","12","12","UB40-T012","UB40-T012","UB40-T012.stl","A thin rounded-corner plate about 0.56 by 0.47 units in plan and about 0.0375 units thick, with one large circular pocket near a corner.","24","136","data/reference_models/stl/UB40-T012.stl","False","0.013841467894765036"
"UB40-B013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.0181682682661121","0.035102748832274044","True","2.0","1.0","0.625001252712999","0.03506049640887743","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","13","13","UB40-T013","UB40-T013","UB40-T013.stl","An elongated capsule-shaped prism about 0.56 units long, 0.124 units wide, and 0.101 units thick, with straight sides joined by rounded ends.","22","141","data/reference_models/stl/UB40-T013.stl","True","0.0181682682661121"
"UB40-B014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.04330962394795134","0.22189202691806675","True","2.0","1.0","0.7635221494604368","0.02636658982284379","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","14","14","UB40-T014","UB40-T014","UB40-T014.stl","A thin solid prism based on a teardrop outline, fitting within about 0.243 by 0.243 units and about 0.08 units in thickness.","22","124","data/reference_models/stl/UB40-T014.stl","False","0.04330962394795134"
"UB40-B015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.12620236781890223","0.2969882932730049","True","2.0","1.0","0.6926843109547537","0.20570828088572368","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","15","15","UB40-T015","UB40-T015","UB40-T015.stl","A short solid cylinder with one plain circular end and one concentric stepped circular end.","15","91","data/reference_models/stl/UB40-T015.stl","True","0.12620236781890223"
"UB40-B016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.04605168522594871","0.1254004048338296","True","-12.0","1.0","0.3792034216577724","0.04643803017182685","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","16","16","UB40-T016","UB40-T016","UB40-T016.stl","A round flange plate about 25.4 units across and about 6.76 units deep, with one large center hole, six smaller bolt holes around it, and a short cylindrical hub on the back.","32","174","data/reference_models/stl/UB40-T016.stl","True","0.04605168522594871"
"UB40-B017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.009562440075129415","0.034472123858016124","True","-6.0","1.0","0.3835935283658531","0.005027739087827221","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","17","17","UB40-T017","UB40-T017","UB40-T017.stl","A flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick, with one hole near each corner.","22","123","data/reference_models/stl/UB40-T017.stl","True","0.009562440075129415"
"UB40-B018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.005071922837185048","0.043588733668531464","True","2.0","0.0","0.5676334662121881","0.02377694444916767","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","18","18","UB40-T018","UB40-T018","UB40-T018.stl","A straight cylindrical rod about 163.8 units long and about 16 units in diameter, with a small transverse hole near one end.","22","124","data/reference_models/stl/UB40-T018.stl","True","0.005071922837185048"
"UB40-B019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.026357656298304395","0.16322709252334353","True","-2.0","1.0","0.5952633966462147","9.386561359259193e-05","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","19","19","UB40-T019","UB40-T019","UB40-T019.stl","A plate-like solid about 108 units wide, 76.2 units tall, and 25.4 units thick, with a curved top edge and two upper holes.","23","123","data/reference_models/stl/UB40-T019.stl","True","0.026357656298304395"
"UB40-B020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.023895762688823777","0.1676019065911298","True","2.0","1.0","0.541699672916862","0.027700736858499275","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","20","20","UB40-T020","UB40-T020","UB40-T020.stl","A tall rectangular block about 76.2 by 50.8 units in footprint and about 152.4 units high, with a deep U-shaped slot cut into the top.","25","134","data/reference_models/stl/UB40-T020.stl","False","0.023895762688823777"
"UB40-B021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.0364398185013553","0.16748546779067047","False","-7.0","0.0","0.05846326576021993","0.05958609305046693","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","21","21","UB40-T021","UB40-T021","UB40-T021.stl","A thin-walled bracket-like frame about 120 units long, 40 units high, and 21 units deep, with two end plates, a sloped top, a large open central window, a middle round hole, and small mounting holes.","35","199","data/reference_models/stl/UB40-T021.stl","False","0.0364398185013553"
"UB40-B022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.022511551679929846","0.1617619066577573","True","6.0","0.0","0.35387268734132","0.018794312513151112","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","22","22","UB40-T022","UB40-T022","UB40-T022.stl","A thin three-lobed ring-like plate about 300 by 277 units in plan and about 15 units thick, with a circular hole in the center.","24","127","data/reference_models/stl/UB40-T022.stl","True","0.022511551679929846"
"UB40-B023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","23","23","UB40-T023","UB40-T023","UB40-T023.stl","A thin stepped mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick, with one large central hole, four smaller holes around it, and one extra hole near each end.","33","183","data/reference_models/stl/UB40-T023.stl","",""
"UB40-B024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.026430421512868986","0.20751662192909806","True","-8.0","0.0","0.3111230188370665","0.009923833444074326","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","24","24","UB40-T024","UB40-T024","UB40-T024.stl","A flat asymmetric plate about 193.8 by 160 units in plan and about 10 units thick, with five round mounting holes and two long parallel slots in the forked end.","30","160","data/reference_models/stl/UB40-T024.stl","False","0.026430421512868986"
"UB40-B025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.013693510955146619","0.04566783081832966","False","1.0","0.0","0.934339580509859","0.7688016862511647","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","25","25","UB40-T025","UB40-T025","UB40-T025.stl","A rounded rectangular hollow box about 230 units long, 130 units wide, and 45 units thick, with one large open side and one closed side.","25","136","data/reference_models/stl/UB40-T025.stl","True","0.013693510955146619"
"UB40-B026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.061945340714245095","0.18309716042902408","True","2.0","1.0","0.6680614968845556","0.026520292961394687","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","26","26","UB40-T026","UB40-T026","UB40-T026.stl","A fastener-like part about 12.95 units high, with a broad circular head, a short shaft, and a recessed polygonal socket on top.","22","127","data/reference_models/stl/UB40-T026.stl","True","0.061945340714245095"
"UB40-B027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","27","27","UB40-T027","UB40-T027","UB40-T027.stl","A helical compression spring about 8.63 units in outer diameter and about 8.70 units long.","15","90","data/reference_models/stl/UB40-T027.stl","",""
"UB40-B028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","28","28","UB40-T028","UB40-T028","UB40-T028.stl","A hexagonal nut-like solid about 60 units across corners, about 55.9 units across flats, and about 30.6 units thick, with a circular through-hole.","23","146","data/reference_models/stl/UB40-T028.stl","",""
"UB40-B029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.038811467889369185","0.15070108034263116","True","-14.0","1.0","0.633347651239483","0.15457381877496312","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","29","29","UB40-T029","UB40-T029","UB40-T029.stl","A circular flange about 228.6 units in diameter and about 79.4 units high overall, with eight evenly spaced outer holes and a broad cylindrical hub on the back.","28","160","data/reference_models/stl/UB40-T029.stl","True","0.038811467889369185"
"UB40-B030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.0915960330818931","0.4235333318452377","True","-2.0","0.0","0.3992384798820479","0.09926661725820762","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","30","30","UB40-T030","UB40-T030","UB40-T030.stl","A bracket-like plate about 110 by 85 by 55 units overall, with a large cylindrical boss with a center hole, a smaller round hole in the plate, and a deep side opening at one end.","35","178","data/reference_models/stl/UB40-T030.stl","True","0.0915960330818931"
"UB40-B031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.07038057799166647","0.24479494607463925","True","2.0","0.0","6.2944837288653134e-12","0.19372585225211494","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","31","31","UB40-T031","UB40-T031","UB40-T031.stl","A long thin L-shaped bracket fitting inside about 381 by 158.75 by 44.45 units, made from one broad panel and one narrow hole-bearing flange running along a long edge.","29","167","data/reference_models/stl/UB40-T031.stl","True","0.07038057799166647"
"UB40-B032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.05303648564464416","0.17635735225674032","False","1.0","0.0","0.5850529349817214","0.04116215849985316","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","32","32","UB40-T032","UB40-T032","UB40-T032.stl","A five-pointed star-shaped plate about 138.6 by 123.8 units across, with a short cylindrical boss raised from the center.","19","121","data/reference_models/stl/UB40-T032.stl","False","0.05303648564464416"
"UB40-B033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.017447470830350056","0.04552782196513125","True","2.0","0.0","0.198452267222235","0.10084672526675595","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","33","33","UB40-T033","UB40-T033","UB40-T033.stl","A shallow open tray-like structure about 420 by 260 units in footprint and about 325 units high, with four corner posts.","21","120","data/reference_models/stl/UB40-T033.stl","False","0.017447470830350056"
"UB40-B034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.018243673950881594","0.165936546124084","True","-2.0","1.0","0.4290341776049656","0.024873192397274202","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","34","34","UB40-T034","UB40-T034","UB40-T034.stl","A thin plate about 170 units long, 120 units wide, and 15 units thick, with two circular holes placed near opposite ends.","22","121","data/reference_models/stl/UB40-T034.stl","True","0.018243673950881594"
"UB40-B035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.03220061088875593","0.1291075511740489","True","2.0","1.0","0.7174111531728651","0.1033115957687255","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","35","35","UB40-T035","UB40-T035","UB40-T035.stl","A solid round part about 59.2 units in diameter and about 27.9 units long, made from three coaxial circular discs or rims overlapping around the same center.","27","157","data/reference_models/stl/UB40-T035.stl","True","0.03220061088875593"
"UB40-B036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.007414968275455878","0.02520487608406293","True","0.0","1.0","0.43567648052314534","1.1185335627050819e-05","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","36","36","UB40-T036","UB40-T036","UB40-T036.stl","A torus-like ring about 49.05 units in outer diameter with a rounded tube diameter of about 5.08 units.","18","103","data/reference_models/stl/UB40-T036.stl","True","0.007414968275455878"
"UB40-B037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.10913844668352696","0.34474572653227104","True","-8.0","1.0","0.31664673329345705","0.08320561307920932","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","37","37","UB40-T037","UB40-T037","UB40-T037.stl","A bent angle bracket about 70 units long, 35 units high, and 20 units deep, with three larger holes on one flange and two smaller holes on the other.","29","149","data/reference_models/stl/UB40-T037.stl","True","0.10913844668352696"
"UB40-B038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.04516137919548251","0.30081482839837387","True","2.0","1.0","0.609998720639203","0.0023019442557913328","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","38","38","UB40-T038","UB40-T038","UB40-T038.stl","A tall upright block about 101.6 units high with a sloped top and one deep rectangular side recess.","18","99","data/reference_models/stl/UB40-T038.stl","True","0.04516137919548251"
"UB40-B039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.07593438614532352","0.1980764140725864","True","0.0","0.0","0.424908905948331","0.12648334268031358","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","39","39","UB40-T039","UB40-T039","UB40-T039.stl","A clevis-like block about 127 units long, with a rounded lug hole at one end and a top slot that forms two parallel arms.","24","121","data/reference_models/stl/UB40-T039.stl","False","0.07593438614532352"
"UB40-B040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.09257711381029582","0.33183846394970157","True","2.0","0.0","0.722905977819297","0.1493574642739599","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","40","40","UB40-T040","UB40-T040","UB40-T040.stl","A rigid bracket-like part about 79.9 units long, 50 units high, and 40 units deep, with one rounded hole end and a triangular support rib below.","26","144","data/reference_models/stl/UB40-T040.stl","True","0.09257711381029582"
"UB40-E001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","1","1","UB40-T001","UB40-T001","UB40-T001.stl","This solid is a tall frustum-like body that fits within roughly 40 by 40 by 50 units. Its upper and lower boundaries are flat circular faces of slightly different diameter, with the larger face on the top side and a smooth, even taper joining the two. The form is a clean solid of revolution and does not include any perforations, grooves, ribs, shoulders, or attached secondary details.","67","387","data/reference_models/stl/UB40-T001.stl","",""
"UB40-E002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.009786694698619734","0.02584534880312236","True","2.0","1.0","0.125995599280908","1.9835128641509936e-06","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","2","2","UB40-T002","UB40-T002","UB40-T002.stl","This solid is a wafer-thin square-like plate measuring about 0.5625 units in length, 0.5087 units in width, and only 0.0066 units in thickness. Both broad faces are flat and parallel, the side walls descend straight without taper, and the corners stay crisp rather than rounded. No holes, pockets, chamfers, fillets, or surface additions appear anywhere on the body.","58","366","data/reference_models/stl/UB40-T002.stl","False","0.009786694698619734"
"UB40-E003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.013090224538458085","0.04309216479567619","True","2.0","1.0","0.7913524918247866","3.369766687910669e-10","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","3","3","UB40-T003","UB40-T003","UB40-T003.stl","This solid is a short cylinder about 0.5625 units in diameter and 0.2262 units high. The two circular end faces are flat and parallel, and the lateral surface keeps a constant radius over the full height rather than narrowing like a frustum. It is a plain rotational body with no central opening, recess, flange, or exterior accessory feature.","58","343","data/reference_models/stl/UB40-T003.stl","False","0.013090224538458085"
"UB40-E004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","4","4","UB40-T004","UB40-T004","UB40-T004.stl","This solid is a rectangular bar roughly 0.75 units long, 0.375 units wide, and 0.0938 units thick. A centered semicircular notch is removed from one short end and passes through the full thickness, creating a half-round side opening. Apart from that single cut, the block keeps planar orthogonal faces and shows no other holes, steps, or edge modifications.","58","357","data/reference_models/stl/UB40-T004.stl","",""
"UB40-E005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","5","5","UB40-T005","UB40-T005","UB40-T005.stl","This solid is a thin triangular mounting plate about 0.542 by 0.559 units across and about 0.0758 units thick. The outer triangular perimeter is rounded at the corners rather than sharp, and each of the three corner regions contains one circular through-hole. Outside those three perforations, the plate remains flat, even in thickness, and free of local bosses, recesses, or side cuts.","62","386","data/reference_models/stl/UB40-T005.stl","",""
"UB40-E006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.02273579739900059","0.1828343887491749","True","2.0","0.0","0.6119697795852841","0.04121767081777683","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","6","6","UB40-T006","UB40-T006","UB40-T006.stl","This solid is a rectangular block with overall dimensions close to 80 by 50 by 30 units. Its defining feature is a large circular blind recess opening from the top face, centered across the width but shifted toward one end along the length and stopping short of the bottom. The exterior otherwise remains a plain box with flat faces and no extra bores, slots, or stepped regions.","67","379","data/reference_models/stl/UB40-T006.stl","False","0.02273579739900059"
"UB40-E007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/open_loop/iteration2/deepseek_per_sample.csv","1","1","0.014340082766039106","0.05380402678062886","True","-4.0","1.0","0.5761099200647791","0.03336518855834092","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","7","7","UB40-T007","UB40-T007","UB40-T007.stl","This solid is a thin plate about 120 units long, 40 units wide, and 18 units thick, with a slightly trapezoidal plan outline instead of a strict rectangle. Three circular through-holes run along the long direction in a roughly even sequence from one end toward the other. The thickness stays uniform and the broad faces stay flat, with no added pockets, bosses, or secondary perforations.","65","388","data/reference_models/stl/UB40-T007.stl","False","0.014340082766039106"
