"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path","rotation_aligned","alignment_chamfer_distance"
"UB40-B017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.029344933213611018","0.06731167190166362","True","2.0","0.0","0.14073010701357758","0.2378356822644483","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","17","17","UB40-T017","UB40-T017","UB40-T017.stl","A flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick, with one hole near each corner.","22","123","data/reference_models/stl/UB40-T017.stl","True","0.029344933213611018"
"UB40-B018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.03422556686458326","0.03933756246668586","True","2.0","0.0","0.32923794791541483","0.21461857384760563","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","18","18","UB40-T018","UB40-T018","UB40-T018.stl","A straight cylindrical rod about 163.8 units long and about 16 units in diameter, with a small transverse hole near one end.","22","124","data/reference_models/stl/UB40-T018.stl","True","0.03422556686458326"
"UB40-B019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.09158826434169184","0.1620003281931829","True","2.0","0.0","0.1407301070135776","0.4544394240190446","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","19","19","UB40-T019","UB40-T019","UB40-T019.stl","A plate-like solid about 108 units wide, 76.2 units tall, and 25.4 units thick, with a curved top edge and two upper holes.","23","123","data/reference_models/stl/UB40-T019.stl","True","0.09158826434169184"
"UB40-B020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","0","0","","","","","","","","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","20","20","UB40-T020","UB40-T020","UB40-T020.stl","A tall rectangular block about 76.2 by 50.8 units in footprint and about 152.4 units high, with a deep U-shaped slot cut into the top.","25","134","data/reference_models/stl/UB40-T020.stl","",""
"UB40-B021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1752605892635502","0.3732193218833926","True","0.0","0.0","0.18042721623410146","0.062377857423414604","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","21","21","UB40-T021","UB40-T021","UB40-T021.stl","A thin-walled bracket-like frame about 120 units long, 40 units high, and 21 units deep, with two end plates, a sloped top, a large open central window, a middle round hole, and small mounting holes.","35","199","data/reference_models/stl/UB40-T021.stl","True","0.1752605892635502"
"UB40-B022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.13963879833621692","0.4840775633544326","True","2.0","0.0","0.2560477563407818","0.07903061848738707","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","22","22","UB40-T022","UB40-T022","UB40-T022.stl","A thin three-lobed ring-like plate about 300 by 277 units in plan and about 15 units thick, with a circular hole in the center.","24","127","data/reference_models/stl/UB40-T022.stl","True","0.13963879833621692"
"UB40-B023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.07654269314710713","0.23093580860766666","True","2.0","0.0","0.4146762451106515","0.23094521450481867","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","23","23","UB40-T023","UB40-T023","UB40-T023.stl","A thin stepped mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick, with one large central hole, four smaller holes around it, and one extra hole near each end.","33","183","data/reference_models/stl/UB40-T023.stl","True","0.07654269314710713"
"UB40-B024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.04787694868247844","0.3290062608010199","True","2.0","0.0","0.16451650631071138","0.15653034597042945","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","24","24","UB40-T024","UB40-T024","UB40-T024.stl","A flat asymmetric plate about 193.8 by 160 units in plan and about 10 units thick, with five round mounting holes and two long parallel slots in the forked end.","30","160","data/reference_models/stl/UB40-T024.stl","True","0.04787694868247844"
"UB40-B025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.0609509001549222","0.1202120720550854","True","2.0","1.0","0.12235889510046927","0.043178999158224984","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","25","25","UB40-T025","UB40-T025","UB40-T025.stl","A rounded rectangular hollow box about 230 units long, 130 units wide, and 45 units thick, with one large open side and one closed side.","25","136","data/reference_models/stl/UB40-T025.stl","True","0.0609509001549222"
"UB40-B026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.17364462587103752","0.3767744109236464","False","1.0","0.0","0.44884255119863886","0.19269865272452208","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","26","26","UB40-T026","UB40-T026","UB40-T026.stl","A fastener-like part about 12.95 units high, with a broad circular head, a short shaft, and a recessed polygonal socket on top.","22","127","data/reference_models/stl/UB40-T026.stl","True","0.17364462587103752"
"UB40-B027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.2736031422329423","0.6147935188803293","True","2.0","1.0","0.20230294368283583","0.005554448634571829","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","27","27","UB40-T027","UB40-T027","UB40-T027.stl","A helical compression spring about 8.63 units in outer diameter and about 8.70 units long.","15","90","data/reference_models/stl/UB40-T027.stl","True","0.2736031422329423"
"UB40-B028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.054155639354644236","0.14390749873180347","True","0.0","1.0","0.5815600675726481","0.013683552753161132","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","28","28","UB40-T028","UB40-T028","UB40-T028.stl","A hexagonal nut-like solid about 60 units across corners, about 55.9 units across flats, and about 30.6 units thick, with a circular through-hole.","23","146","data/reference_models/stl/UB40-T028.stl","True","0.054155639354644236"
"UB40-B029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","0","0","","","","","","","","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","29","29","UB40-T029","UB40-T029","UB40-T029.stl","A circular flange about 228.6 units in diameter and about 79.4 units high overall, with eight evenly spaced outer holes and a broad cylindrical hub on the back.","28","160","data/reference_models/stl/UB40-T029.stl","",""
"UB40-B030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.08673483481694848","0.3396454975318019","True","2.0","0.0","0.16451650631071166","0.3339885908295439","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","30","30","UB40-T030","UB40-T030","UB40-T030.stl","A bracket-like plate about 110 by 85 by 55 units overall, with a large cylindrical boss with a center hole, a smaller round hole in the plate, and a deep side opening at one end.","35","178","data/reference_models/stl/UB40-T030.stl","True","0.08673483481694848"
"UB40-B031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.06908098055726328","0.1915720563189659","True","2.0","0.0","0.21222490112802872","0.018499048869619283","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","31","31","UB40-T031","UB40-T031","UB40-T031.stl","A long thin L-shaped bracket fitting inside about 381 by 158.75 by 44.45 units, made from one broad panel and one narrow hole-bearing flange running along a long edge.","29","167","data/reference_models/stl/UB40-T031.stl","True","0.06908098055726328"
"UB40-B032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.0677921419123732","0.3125517251403225","True","2.0","1.0","0.5383693776695695","0.005521398812298739","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","32","32","UB40-T032","UB40-T032","UB40-T032.stl","A five-pointed star-shaped plate about 138.6 by 123.8 units across, with a short cylindrical boss raised from the center.","19","121","data/reference_models/stl/UB40-T032.stl","True","0.0677921419123732"
"UB40-B033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.30866878950524373","0.4546682961696067","True","2.0","0.0","0.5246299298727842","0.22533093738379328","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","33","33","UB40-T033","UB40-T033","UB40-T033.stl","A shallow open tray-like structure about 420 by 260 units in footprint and about 325 units high, with four corner posts.","21","120","data/reference_models/stl/UB40-T033.stl","True","0.30866878950524373"
"UB40-B034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.09172133585705021","0.3340811711382112","True","2.0","0.0","0.41058102691095766","0.04332634309128214","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","34","34","UB40-T034","UB40-T034","UB40-T034.stl","A thin plate about 170 units long, 120 units wide, and 15 units thick, with two circular holes placed near opposite ends.","22","121","data/reference_models/stl/UB40-T034.stl","True","0.09172133585705021"
"UB40-B035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.07906189805726455","0.353016987822167","True","0.0","0.0","0.13515993984133434","0.47893961756280523","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","35","35","UB40-T035","UB40-T035","UB40-T035.stl","A solid round part about 59.2 units in diameter and about 27.9 units long, made from three coaxial circular discs or rims overlapping around the same center.","27","157","data/reference_models/stl/UB40-T035.stl","True","0.07906189805726455"
"UB40-B036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.19869358402126525","0.4534935240959049","True","2.0","0.0","0.5658554810161928","0.13016781515742037","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","36","36","UB40-T036","UB40-T036","UB40-T036.stl","A torus-like ring about 49.05 units in outer diameter with a rounded tube diameter of about 5.08 units.","18","103","data/reference_models/stl/UB40-T036.stl","True","0.19869358402126525"
"UB40-B037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.057091499243510174","0.2575672029960179","True","0.0","0.0","0.5499307967155619","0.31648967650131415","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","37","37","UB40-T037","UB40-T037","UB40-T037.stl","A bent angle bracket about 70 units long, 35 units high, and 20 units deep, with three larger holes on one flange and two smaller holes on the other.","29","149","data/reference_models/stl/UB40-T037.stl","True","0.057091499243510174"
"UB40-B038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.0653922087275329","0.23017959129698912","True","2.0","1.0","0.649420986698396","0.037120321803401635","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","38","38","UB40-T038","UB40-T038","UB40-T038.stl","A tall upright block about 101.6 units high with a sloped top and one deep rectangular side recess.","18","99","data/reference_models/stl/UB40-T038.stl","True","0.0653922087275329"
"UB40-B039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.10510526305430709","0.22947697545017445","True","2.0","0.0","0.17381093242662696","0.3775813162020176","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","39","39","UB40-T039","UB40-T039","UB40-T039.stl","A clevis-like block about 127 units long, with a rounded lug hole at one end and a top slot that forms two parallel arms.","24","121","data/reference_models/stl/UB40-T039.stl","True","0.10510526305430709"
"UB40-B040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1062469293254055","0.5029560678797013","True","2.0","0.0","0.2947486325178272","0.2787998810275099","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","40","40","UB40-T040","UB40-T040","UB40-T040.stl","A rigid bracket-like part about 79.9 units long, 50 units high, and 40 units deep, with one rounded hole end and a triangular support rib below.","26","144","data/reference_models/stl/UB40-T040.stl","True","0.1062469293254055"
"UB40-E001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.2799617295731588","0.3983729781467612","True","2.0","1.0","0.26930464041921476","0.59504954332295","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","1","1","UB40-T001","UB40-T001","UB40-T001.stl","This solid is a tall frustum-like body that fits within roughly 40 by 40 by 50 units. Its upper and lower boundaries are flat circular faces of slightly different diameter, with the larger face on the top side and a smooth, even taper joining the two. The form is a clean solid of revolution and does not include any perforations, grooves, ribs, shoulders, or attached secondary details.","67","387","data/reference_models/stl/UB40-T001.stl","True","0.2799617295731588"
"UB40-E002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.07937441608830677","0.3954509551016481","True","2.0","1.0","0.1910867734627091","0.06509315769466525","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","2","2","UB40-T002","UB40-T002","UB40-T002.stl","This solid is a wafer-thin square-like plate measuring about 0.5625 units in length, 0.5087 units in width, and only 0.0066 units in thickness. Both broad faces are flat and parallel, the side walls descend straight without taper, and the corners stay crisp rather than rounded. No holes, pockets, chamfers, fillets, or surface additions appear anywhere on the body.","58","366","data/reference_models/stl/UB40-T002.stl","True","0.07937441608830677"
"UB40-E003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.23160553549196783","0.5290407559353838","True","2.0","1.0","0.2769703680224888","0.5143821234653212","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","3","3","UB40-T003","UB40-T003","UB40-T003.stl","This solid is a short cylinder about 0.5625 units in diameter and 0.2262 units high. The two circular end faces are flat and parallel, and the lateral surface keeps a constant radius over the full height rather than narrowing like a frustum. It is a plain rotational body with no central opening, recess, flange, or exterior accessory feature.","58","343","data/reference_models/stl/UB40-T003.stl","True","0.23160553549196783"
"UB40-E004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.009368167438284978","0.06184279593318731","True","2.0","1.0","0.5547581977701816","0.0038997666222101435","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","4","4","UB40-T004","UB40-T004","UB40-T004.stl","This solid is a rectangular bar roughly 0.75 units long, 0.375 units wide, and 0.0938 units thick. A centered semicircular notch is removed from one short end and passes through the full thickness, creating a half-round side opening. Apart from that single cut, the block keeps planar orthogonal faces and shows no other holes, steps, or edge modifications.","58","357","data/reference_models/stl/UB40-T004.stl","False","0.009368167438284978"
"UB40-E005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.12868006644871138","0.6581650902716123","True","2.0","0.0","0.23828032746218672","0.27380219695298114","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","5","5","UB40-T005","UB40-T005","UB40-T005.stl","This solid is a thin triangular mounting plate about 0.542 by 0.559 units across and about 0.0758 units thick. The outer triangular perimeter is rounded at the corners rather than sharp, and each of the three corner regions contains one circular through-hole. Outside those three perforations, the plate remains flat, even in thickness, and free of local bosses, recesses, or side cuts.","62","386","data/reference_models/stl/UB40-T005.stl","True","0.12868006644871138"
"UB40-E006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.053565232199341575","0.12550327879069048","True","2.0","0.0","0.6907238677905925","0.03753641738753155","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","6","6","UB40-T006","UB40-T006","UB40-T006.stl","This solid is a rectangular block with overall dimensions close to 80 by 50 by 30 units. Its defining feature is a large circular blind recess opening from the top face, centered across the width but shifted toward one end along the length and stopping short of the bottom. The exterior otherwise remains a plain box with flat faces and no extra bores, slots, or stepped regions.","67","379","data/reference_models/stl/UB40-T006.stl","True","0.053565232199341575"
