"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","rotation_aligned","alignment_chamfer_distance","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-B012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.012194474513666507","0.059215043512854074","True","2","1.0","0.37072405932803604","0.04336669939463167","False","0.012194474513666507","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","12","12","UB40-T012","UB40-T012","UB40-T012.stl","A thin plate measuring about 0.56 by 0.47 units in plan and about 0.0375 units thick, with rounded outer corners.","20","113","data/reference_models/stl/UB40-T012.stl"
"UB40-B013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.007106572980151089","0.023965709490642542","True","2","1.0","0.6601008493585303","3.9100236653877296e-05","False","0.007106572980151089","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","13","13","UB40-T013","UB40-T013","UB40-T013.stl","An elongated capsule-shaped prism about 0.56 units long, 0.124 units wide, and 0.101 units thick.","15","97","data/reference_models/stl/UB40-T013.stl"
"UB40-B014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.060312096166724546","0.2383102696109228","False","0","0.0","0.680019441152501","0.057136118485092036","False","0.060312096166724546","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","14","14","UB40-T014","UB40-T014","UB40-T014.stl","A thin solid prism extruded from a teardrop profile, fitting within about 0.243 by 0.243 units and having a thickness of about 0.08 units.","24","138","data/reference_models/stl/UB40-T014.stl"
"UB40-B015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.02736445198309632","0.08520893647511185","True","2","1.0","0.8425903452402848","0.05580224660019262","True","0.02736445198309632","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","15","15","UB40-T015","UB40-T015","UB40-T015.stl","A short solid cylinder about 80 units long and about 100 units in diameter, with one plain circular end and one concentric stepped circular end.","25","144","data/reference_models/stl/UB40-T015.stl"
"UB40-B016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.025712403029679944","0.06481237747946098","True","-12","1.0","0.43549180163261775","0.009850349803018521","True","0.025712403029679944","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","16","16","UB40-T016","UB40-T016","UB40-T016.stl","A circular flange-like part with an outer diameter of about 25.4 units and an overall axial depth of about 6.76 units, one large center hole, six smaller bolt holes, and a short coaxial hub on the rear side.","38","207","data/reference_models/stl/UB40-T016.stl"
"UB40-B017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.00964685264576421","0.03409422813041821","True","2","0.0","0.39182346615943286","0.013257676881406999","True","0.00964685264576421","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","17","17","UB40-T017","UB40-T017","UB40-T017.stl","A flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick.","16","91","data/reference_models/stl/UB40-T017.stl"
"UB40-B018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.04342595366143542","0.04710231359051424","True","2","0.0","0.22347303270079702","0.32038348906222347","True","0.04342595366143542","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","18","18","UB40-T018","UB40-T018","UB40-T018.stl","A straight cylindrical rod about 163.8 units long and about 16 units in diameter, with flat circular ends.","18","106","data/reference_models/stl/UB40-T018.stl"
"UB40-B019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.03207960401684419","0.12569623664745394","True","2","0.0","0.6590375318404549","0.06386800080783273","True","0.03207960401684419","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","19","19","UB40-T019","UB40-T019","UB40-T019.stl","A plate-like solid about 108 units wide, 76.2 units tall, and 25.4 units thick, with a rectangular lower portion and a broad curved top edge.","25","141","data/reference_models/stl/UB40-T019.stl"
"UB40-B020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.021819013858719233","0.16763848647543794","True","2","1.0","0.5732523142855055","0.0038519045101441662","False","0.021819013858719233","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","20","20","UB40-T020","UB40-T020","UB40-T020.stl","A tall rectangular block about 76.2 by 50.8 units in footprint and about 152.4 units high, with a deep U-shaped slot cut downward from the top face.","27","148","data/reference_models/stl/UB40-T020.stl"
"UB40-B021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.11598580969578232","0.27095273183055496","True","2","0.0","0.7686540587020605","0.6506046998913736","True","0.11598580969578232","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","21","21","UB40-T021","UB40-T021","UB40-T021.stl","A thin-walled bracket-like frame about 120 units long, 40 units high, and 21 units deep, with two end plates, a sloped top connection, a large open central window, a middle panel with a round hole, and small mounting holes.","39","223","data/reference_models/stl/UB40-T021.stl"
"UB40-B022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.019716831269215057","0.1411990351487604","True","0","1.0","0.3367540820873538","0.001675707259184922","True","0.019716831269215057","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","22","22","UB40-T022","UB40-T022","UB40-T022.stl","A thin three-lobed ring-like plate about 300 by 277 units in plan and about 15 units thick, with a circular hole in the center.","24","127","data/reference_models/stl/UB40-T022.stl"
"UB40-B023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.02632340346106092","0.09040567335459006","True","-12","1.0","0.4382998099894737","0.25456877938364086","True","0.02632340346106092","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","23","23","UB40-T023","UB40-T023","UB40-T023.stl","A thin stepped mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick, with one large central hole, four smaller holes around it, and one extra hole near each end.","33","183","data/reference_models/stl/UB40-T023.stl"
"UB40-B024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.01849214565570819","0.18219220515406673","True","-12","0.0","0.3236527721115657","0.002605919830424852","False","0.01849214565570819","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","24","24","UB40-T024","UB40-T024","UB40-T024.stl","A flat asymmetric plate about 193.8 by 160 units in plan and about 10 units thick, with five circular mounting holes and two long parallel slots in the forked end.","30","163","data/reference_models/stl/UB40-T024.stl"
"UB40-B025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.021141111417673403","0.08793077982506799","True","2","1.0","0.36217063306847985","0.1966327388097856","True","0.021141111417673403","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","25","25","UB40-T025","UB40-T025","UB40-T025.stl","A rounded rectangular hollow box about 230 units long, 130 units wide, and 45 units thick, with one large open side and one closed side.","25","136","data/reference_models/stl/UB40-T025.stl"
"UB40-B026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.06719026886813367","0.1831009450729806","True","2","1.0","0.7338059799750215","0.09226477605186056","True","0.06719026886813367","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","26","26","UB40-T026","UB40-T026","UB40-T026.stl","A fastener-like part about 12.95 units high with a broad circular head around 10.5 units across and a short cylindrical shank beneath it.","23","137","data/reference_models/stl/UB40-T026.stl"
"UB40-B027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.07118906540926447","0.20593140590106151","True","2","1.0","0.0106417997011525","0.1861066953471115","True","0.07118906540926447","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","27","27","UB40-T027","UB40-T027","UB40-T027.stl","A helical compression spring with an outer diameter of about 8.63 units and a free length of about 8.70 units.","20","110","data/reference_models/stl/UB40-T027.stl"
"UB40-B028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.035080251606223065","0.24539173126919647","True","2","0.0","0.8183769241223813","0.2505004093028943","True","0.035080251606223065","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","28","28","UB40-T028","UB40-T028","UB40-T028.stl","A hexagonal nut-like solid about 60 units across its outer corners, about 55.9 units across the flats, and about 30.6 units thick.","22","130","data/reference_models/stl/UB40-T028.stl"
"UB40-B029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.018194958663709175","0.05388939095090367","True","-14","1.0","0.4843642201070594","0.005590387642539496","True","0.018194958663709175","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","29","29","UB40-T029","UB40-T029","UB40-T029.stl","A circular flange about 228.6 units in diameter and about 79.4 units high overall, with eight evenly spaced bolt holes and a broad cylindrical hub on the rear side.","29","164","data/reference_models/stl/UB40-T029.stl"
"UB40-B030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.042362206155147034","0.19601777990512317","True","-2","0.0","0.4418184095511953","0.05668668758906026","True","0.042362206155147034","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","30","30","UB40-T030","UB40-T030","UB40-T030.stl","A bracket-like plate with an overall size of about 110 by 85 by 55 units, a large cylindrical boss with a center hole, a smaller round hole in the plate, and a deep side opening at one end.","38","189","data/reference_models/stl/UB40-T030.stl"
"UB40-B031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.02867119531994082","0.13498549865373005","True","4","0.0","0.15620409198578356","0.03752176027262588","True","0.02867119531994082","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","31","31","UB40-T031","UB40-T031","UB40-T031.stl","A long thin L-shaped bracket fitting inside an overall envelope of about 381 by 158.75 by 44.45 units, with one broad panel and one narrow perpendicular flange carrying four holes.","30","180","data/reference_models/stl/UB40-T031.stl"
"UB40-B032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.03346602977939992","0.11624003136158452","True","2","1.0","0.4686285415253233","0.07526223495654494","False","0.03346602977939992","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","32","32","UB40-T032","UB40-T032","UB40-T032.stl","A five-pointed star-shaped plate spanning about 138.6 by 123.8 units, with an overall height of about 32.0 units because of a short central cylindrical boss.","25","157","data/reference_models/stl/UB40-T032.stl"
"UB40-B033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.21740438851715338","0.5218420010676826","True","2","0.0","0.3124322088678919","0.01313321637890097","True","0.21740438851715338","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","33","33","UB40-T033","UB40-T033","UB40-T033.stl","A shallow open tray-like structure with an overall footprint of about 420 by 260 units and a total height of about 325 units.","23","125","data/reference_models/stl/UB40-T033.stl"
"UB40-B034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.015791855087929144","0.1148838517695844","True","2","0.0","0.45037200094155055","0.003535369060689242","True","0.015791855087929144","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","34","34","UB40-T034","UB40-T034","UB40-T034.stl","A thin plate about 170 units long, 120 units wide, and 15 units thick, with a rounded-octagonal outer profile.","19","110","data/reference_models/stl/UB40-T034.stl"
"UB40-B035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.033708217699310185","0.11553551197280953","True","2","1.0","0.5887573002282316","0.02534225717590799","True","0.033708217699310185","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","35","35","UB40-T035","UB40-T035","UB40-T035.stl","A rotationally symmetric solid round part with an outer diameter of about 59.2 units and an axial length of about 27.9 units, formed by three overlapping coaxial circular discs or rims.","31","185","data/reference_models/stl/UB40-T035.stl"
"UB40-B036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.007440844845200758","0.027608267916551382","True","0","1.0","0.43564345610273314","4.420975603924848e-05","True","0.007440844845200758","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","36","36","UB40-T036","UB40-T036","UB40-T036.stl","A torus-like ring with an outer diameter of about 49.05 units and a rounded tube diameter of about 5.08 units.","20","110","data/reference_models/stl/UB40-T036.stl"
"UB40-B037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.051972158851792474","0.14401868652282357","True","4","0.0","0.3599514828697223","0.12651036265547455","True","0.051972158851792474","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","37","37","UB40-T037","UB40-T037","UB40-T037.stl","A bent angle bracket about 70 units long, 35 units high, and 20 units deep.","15","75","data/reference_models/stl/UB40-T037.stl"
"UB40-B038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.05052859950906188","0.25166275107686115","True","2","1.0","0.7686540587020605","0.15635339380706614","False","0.05052859950906188","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","38","38","UB40-T038","UB40-T038","UB40-T038.stl","A tall upright block about 101.6 units high with a base envelope of about 50.8 by 50.8 units.","18","93","data/reference_models/stl/UB40-T038.stl"
"UB40-B039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.029953876878655566","0.1756073181331974","True","2","0.0","0.7360244513495582","0.18463220272091363","False","0.029953876878655566","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","39","39","UB40-T039","UB40-T039","UB40-T039.stl","A clevis-like block about 127 units long and about 50.8 by 50.8 units in the other two directions.","18","98","data/reference_models/stl/UB40-T039.stl"
"UB40-B040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.07072518851574175","0.3178151477300104","True","2","0.0","0.6326420616122138","0.05909354806687672","True","0.07072518851574175","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","beginner","beginner","40","40","UB40-T040","UB40-T040","UB40-T040.stl","A rigid bracket-like part about 79.9 units long, 50 units high, and 40 units deep.","15","82","data/reference_models/stl/UB40-T040.stl"
"UB40-E001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.014804359609563455","0.047849759968001206","True","2","1.0","0.8632106397336031","0.0011435440085616477","False","0.014804359609563455","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","expert","expert","1","1","UB40-T001","UB40-T001","UB40-T001.stl","This part is a tall axisymmetric circular frustum contained within an overall envelope of roughly 40 by 40 by 50 units. It has a flat circular top face and a flat circular bottom face, both parallel to each other and centered on the same vertical axis, with the upper diameter slightly larger than the lower one. The side surface is a single continuous tapered wall with no breaks in slope, no cylindrical land, and no stepped transition anywhere along the height. The body remains a clean solid of revolution without holes, grooves, shoulders, ribs, collars, or any other secondary relief.","100","590","data/reference_models/stl/UB40-T001.stl"
"UB40-E002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.009819970170468678","0.025010817792799393","True","2","1.0","0.12607313496967623","7.951920163237758e-05","False","0.009819970170468678","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","expert","expert","2","2","UB40-T002","UB40-T002","UB40-T002.stl","This object is an extremely thin square-like plate measuring about 0.5625 units in length, 0.5087 units in width, and only about 0.0066 units in thickness. Its broad top and bottom faces are flat, parallel, and uninterrupted, while the four side faces drop straight down with no taper or chamfer. The plan outline is nearly rectangular, with corners that remain crisp rather than rounded, softened, or clipped. It is a plain wafer-like prismatic slab with no perforations, pockets, bosses, bevels, fillets, or surface texture of any kind.","86","538","data/reference_models/stl/UB40-T002.stl"
"UB40-E003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.06218248345972945","0.1277176613300706","True","2","1.0","0.8514255030765945","0.06007301158878453","True","0.06218248345972945","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","expert","expert","3","3","UB40-T003","UB40-T003","UB40-T003.stl","This part is a short solid cylinder with an overall diameter of about 0.5625 units and a height of about 0.2262 units. Both end faces are flat, circular, and parallel, and the exterior side wall keeps a constant radius over the full height instead of tapering inward or outward. The geometry is centered on one rotational axis and reads as a simple drum-like solid with uniform section. There is no central bore, recess, flange, groove, or attached secondary feature.","79","467","data/reference_models/stl/UB40-T003.stl"
"UB40-E004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.016086146711628724","0.18771796093824572","True","2","1.0","0.5423124458104599","0.008545985337511608","True","0.016086146711628724","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","expert","expert","4","4","UB40-T004","UB40-T004","UB40-T004.stl","This object is a rectangular bar approximately 0.75 units long, 0.375 units wide, and 0.0938 units thick. One short end contains a centered semicircular notch cut through the full thickness, so the opening is visible in both the top view and the side profile and removes material symmetrically about the width centerline. Aside from that one half-round cutout, the outer form stays fully prismatic, with planar faces and sharp orthogonal transitions. No additional holes, steps, pockets, fillets, or edge treatments appear anywhere else on the body.","86","549","data/reference_models/stl/UB40-T004.stl"
"UB40-E005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/iteration3/codex-mcp_per_sample.csv","1","1","0.06316624749358249","0.2927294783460941","True","-4","1.0","0.48258849853376584","0.02949402588140204","True","0.06316624749358249","codex_mcp","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration3","iteration3","expert","expert","5","5","UB40-T005","UB40-T005","UB40-T005.stl","This part is a thin triangular mounting plate occupying about 0.542 by 0.559 units in plan and about 0.0758 units in thickness. The outer perimeter forms a rounded triangular outline rather than three sharp corners, and the plate thickness remains uniform across the entire body. Near each of the three corner regions there is one circular through-hole, giving a total of three holes distributed around the perimeter. Other than the softened outer boundary and the three perforations, the plate remains flat and featureless, with no raised pads, countersinks, slots, or local recesses.","92","585","data/reference_models/stl/UB40-T005.stl"
