"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","rotation_aligned","alignment_chamfer_distance","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-B011","data/reference_models/stl/UB40-T011.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.014956710000796963","0.01752839964410597","True","2","1.0","0.3862704850068803","0.09878344781555087","True","0.014956710000796963","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","11","11","UB40-T011","UB40-T011","UB40-T011.stl","A very thin straight cylindrical rod.","6","37","data/reference_models/stl/UB40-T011.stl"
"UB40-B012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.017689225117370498","0.09021991044762635","True","2","1.0","0.3273269410968018","3.041883660254152e-05","False","0.017689225117370498","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","12","12","UB40-T012","UB40-T012","UB40-T012.stl","A thin square plate with rounded corners and a circular pocket near one corner.","14","79","data/reference_models/stl/UB40-T012.stl"
"UB40-B013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.042191774393124756","0.08305630721336411","True","2","1.0","0.5028042572316677","0.15725749189020877","True","0.042191774393124756","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","13","13","UB40-T013","UB40-T013","UB40-T013.stl","A long rounded-end bar with flat top and bottom faces.","10","54","data/reference_models/stl/UB40-T013.stl"
"UB40-B014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.15040026754358704","0.35615946030730006","True","2","1.0","0.5190560879847753","0.21809947165281773","True","0.15040026754358704","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","14","14","UB40-T014","UB40-T014","UB40-T014.stl","A flat teardrop-shaped prism with one rounded end and one pointed end.","12","70","data/reference_models/stl/UB40-T014.stl"
"UB40-B015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.066261760315924","0.2191778570227493","True","2","1.0","0.7807319376750042","0.11766065416547322","True","0.066261760315924","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","15","15","UB40-T015","UB40-T015","UB40-T015.stl","A short solid cylinder with one plain circular end and one concentric stepped circular end.","15","91","data/reference_models/stl/UB40-T015.stl"
"UB40-B016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.02179647152872638","0.05254710237786172","True","-12","1.0","0.37692868158529275","0.04871277024430648","True","0.02179647152872638","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","16","16","UB40-T016","UB40-T016","UB40-T016.stl","A round flange plate with one large center hole, six smaller bolt holes around it, and a short cylindrical hub on the back.","23","123","data/reference_models/stl/UB40-T016.stl"
"UB40-B017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.013576089948029954","0.049207450827908034","True","-6","1.0","0.323347817959023","0.055217971319002856","True","0.013576089948029954","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","17","17","UB40-T017","UB40-T017","UB40-T017.stl","A thin rectangular plate with four circular corner holes.","9","57","data/reference_models/stl/UB40-T017.stl"
"UB40-B018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.007213696783067258","0.046990900371154234","True","0","1.0","0.5710829858044406","0.02722646404142015","True","0.007213696783067258","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","18","18","UB40-T018","UB40-T018","UB40-T018.stl","A long cylindrical rod with a small cross-hole near one end.","11","60","data/reference_models/stl/UB40-T018.stl"
"UB40-B019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.05845770025897119","0.14800325013511997","True","-2","1.0","0.41060007716248476","0.1845694538701374","True","0.05845770025897119","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","19","19","UB40-T019","UB40-T019","UB40-T019.stl","A rounded-top rectangular plate with two holes near its upper corners.","11","70","data/reference_models/stl/UB40-T019.stl"
"UB40-B020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.055545207506978625","0.1368146670573251","True","2","1.0","0.48924300035455337","0.08015740942080796","True","0.055545207506978625","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","20","20","UB40-T020","UB40-T020","UB40-T020.stl","A tall rectangular block with a deep U-shaped slot cut into the top.","13","68","data/reference_models/stl/UB40-T020.stl"
"UB40-B021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.09490494321206894","0.3557732332416255","True","-2","0.0","0.30730411642638067","0.18925475761569382","True","0.09490494321206894","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","21","21","UB40-T021","UB40-T021","UB40-T021.stl","A bracket-like open frame with two end plates, a sloped top, a large round hole in the middle panel, and small mounting holes.","23","126","data/reference_models/stl/UB40-T021.stl"
"UB40-B022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.01629029299126272","0.11250692108501031","True","0","1.0","0.3301071909718532","0.004971183856315675","True","0.01629029299126272","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","22","22","UB40-T022","UB40-T022","UB40-T022.stl","A thin three-lobed ring with a round hole in the center.","11","56","data/reference_models/stl/UB40-T022.stl"
"UB40-B023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.02928359229126228","0.07173752844058066","True","-12","1.0","0.2610008217838117","0.07726979117797886","True","0.02928359229126228","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","23","23","UB40-T023","UB40-T023","UB40-T023.stl","A thin stepped mounting plate with one large center hole, four smaller holes around it, and one extra hole near each end.","22","121","data/reference_models/stl/UB40-T023.stl"
"UB40-B024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.03668575524647261","0.2496346410781238","True","-12","0.0","0.2538629029328277","0.06718394934831312","True","0.03668575524647261","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","24","24","UB40-T024","UB40-T024","UB40-T024.stl","An asymmetric forked plate with five round mounting holes and two long parallel slots in the forked end.","18","104","data/reference_models/stl/UB40-T024.stl"
"UB40-B025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.06617738779657144","0.17543897077219342","True","2","1.0","0.25018935535628084","0.08465146109758659","True","0.06617738779657144","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","25","25","UB40-T025","UB40-T025","UB40-T025.stl","A rounded rectangular hollow box with one large open side and one closed side.","14","78","data/reference_models/stl/UB40-T025.stl"
"UB40-B026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.08226170459849674","0.21130486770127782","True","2","1.0","0.5539580541082499","0.087583149814911","True","0.08226170459849674","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","26","26","UB40-T026","UB40-T026","UB40-T026.stl","A screw-like part with a wide round head, a short cylindrical shaft, and a recessed polygonal socket in the top.","20","112","data/reference_models/stl/UB40-T026.stl"
"UB40-B027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.14715617672433828","0.41471596580184267","True","2","1.0","0.26524312587065374","0.06849463082238974","False","0.14715617672433828","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","27","27","UB40-T027","UB40-T027","UB40-T027.stl","A helical coil spring.","4","22","data/reference_models/stl/UB40-T027.stl"
"UB40-B028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.023936131561558098","0.07006782811328865","True","0","1.0","0.5639301386747785","0.003946376144708497","True","0.023936131561558098","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","28","28","UB40-T028","UB40-T028","UB40-T028.stl","A hexagonal nut with a round hole through the middle.","10","53","data/reference_models/stl/UB40-T028.stl"
"UB40-B029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.02976192662645608","0.13566701104230872","True","-16","0.0","0.37486267440211785","0.10391115806240203","True","0.02976192662645608","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","29","29","UB40-T029","UB40-T029","UB40-T029.stl","A round flange with eight small holes around the edge and a cylindrical hub on the back.","17","88","data/reference_models/stl/UB40-T029.stl"
"UB40-B030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.1090079637304759","0.4343453104236249","True","-2","0.0","0.398755070625026","0.09975002651522952","True","0.1090079637304759","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","30","30","UB40-T030","UB40-T030","UB40-T030.stl","A bracket-like plate with a large cylindrical boss with a center hole, a smaller round hole in the plate, and a deep side opening at one end.","27","141","data/reference_models/stl/UB40-T030.stl"
"UB40-B031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.023329037327391233","0.1055216663163979","True","-6","1.0","0.22689598951041842","0.033170137252008985","True","0.023329037327391233","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","31","31","UB40-T031","UB40-T031","UB40-T031.stl","A long thin L-shaped bracket with a broad flat panel, a narrow perpendicular flange running along one long edge, and four holes in that flange.","25","143","data/reference_models/stl/UB40-T031.stl"
"UB40-B032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.035709442510961545","0.08237270085000523","True","2","1.0","0.42751996003522624","0.11637081644664199","False","0.035709442510961545","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","32","32","UB40-T032","UB40-T032","UB40-T032.stl","A five-pointed star plate with a short round raised center boss.","11","64","data/reference_models/stl/UB40-T032.stl"
"UB40-B033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.0619846569985819","0.25951617646980346","True","2","0.0","0.2411145010924204","0.05818449139657053","False","0.0619846569985819","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","33","33","UB40-T033","UB40-T033","UB40-T033.stl","An open tray-like base with four upright corner posts.","9","54","data/reference_models/stl/UB40-T033.stl"
"UB40-B034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.03780219171264563","0.1794293823955543","True","-2","1.0","0.4066097627992492","0.04729760720299059","True","0.03780219171264563","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","34","34","UB40-T034","UB40-T034","UB40-T034.stl","A rounded rectangular plate with two holes, one near each end.","11","62","data/reference_models/stl/UB40-T034.stl"
"UB40-B035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.04813865951347637","0.1712583932225308","True","2","1.0","0.5961753427267543","0.017924214677385253","True","0.04813865951347637","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","35","35","UB40-T035","UB40-T035","UB40-T035.stl","A solid round part made from three coaxial circular discs or rims overlapping around the same center.","17","101","data/reference_models/stl/UB40-T035.stl"
"UB40-B036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.01599832061691548","0.035165459274485","True","0","1.0","0.47529011968375656","0.039602453824984174","True","0.01599832061691548","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","36","36","UB40-T036","UB40-T036","UB40-T036.stl","A thin circular ring with a rounded cross-section.","8","50","data/reference_models/stl/UB40-T036.stl"
"UB40-B037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.11958668118620694","0.3654850722069091","True","-4","0.0","0.29902379075389923","0.0655826705396515","True","0.11958668118620694","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","37","37","UB40-T037","UB40-T037","UB40-T037.stl","An L-shaped angle bracket with three large holes on one side and two small holes on the other.","18","94","data/reference_models/stl/UB40-T037.stl"
"UB40-B038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.06294512261726001","0.22241024177204066","True","2","1.0","0.5422269836436866","0.07007368125130775","True","0.06294512261726001","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","38","38","UB40-T038","UB40-T038","UB40-T038.stl","A tall upright block with a sloped top and a deep rectangular side recess.","14","74","data/reference_models/stl/UB40-T038.stl"
"UB40-B039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.03190966943606996","0.18218600272802196","True","0","0.0","0.5267296707169244","0.024662577911720107","False","0.03190966943606996","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","39","39","UB40-T039","UB40-T039","UB40-T039.stl","A block with a rounded end hole and a top slot.","11","47","data/reference_models/stl/UB40-T039.stl"
"UB40-B040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.0801499957980952","0.3002576323118349","True","0","1.0","0.36744491771009835","0.20610359583523874","True","0.0801499957980952","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","beginner","beginner","40","40","UB40-T040","UB40-T040","UB40-T040.stl","An angled bracket with a round hole at one end and a triangular support underneath.","15","83","data/reference_models/stl/UB40-T040.stl"
"UB40-E001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.019277495877270137","0.04867963088806857","True","2","1.0","0.8605851976702288","0.003768986071935987","False","0.019277495877270137","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","1","81","UB40-T001","UB40-T001","UB40-T001.stl","This part is a tall circular frustum contained within an overall envelope of roughly 40 by 40 by 50 units. It has two flat parallel circular end faces, with the upper face slightly larger in diameter than the lower one, and the side wall transitions between them with a smooth, uniform taper. The largest outer radius is about 20 units and the full height is 50 units, so the body extends about 25 units above and below its mid-height plane. The geometry is fully axisymmetric about the central vertical axis, and the exterior remains clean and uninterrupted, without holes, grooves, shoulders, ribs, or any secondary relief.","106","625","data/reference_models/stl/UB40-T001.stl"
"UB40-E002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.009786694698619734","0.02584534880312236","True","2","1.0","0.125995599280908","1.9835128641509936e-06","False","0.009786694698619734","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","2","82","UB40-T002","UB40-T002","UB40-T002.stl","This object is an extremely thin square-like plate measuring about 0.5625 units in length, 0.5087 units in width, and only about 0.0066 units in thickness. The corresponding half-thickness is only about 0.0033 units, so the part reads as a near-sheet rather than as a block. The top and bottom faces are flat and parallel, the side walls are straight, and the corners remain sharp rather than rounded. It is a plain prismatic slab with no perforations, pockets, chamfers, fillets, or added surface features.","83","507","data/reference_models/stl/UB40-T002.stl"
"UB40-E003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.013025220140480393","0.041086062569375185","True","2","1.0","0.7913471019411807","5.3895466292086525e-06","False","0.013025220140480393","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","3","83","UB40-T003","UB40-T003","UB40-T003.stl","This part is a short solid cylinder with an overall diameter of about 0.5625 units and a height of about 0.2262 units. The cylinder radius is therefore about 0.2813 units, and the height is only about 40 percent of the diameter, so the form is squat rather than elongated. Both circular ends are flat and parallel, and the side surface is a constant-radius cylindrical wall rather than a tapered frustum. The body is completely rotationally symmetric and contains no central bore, recess, or exterior secondary feature.","86","519","data/reference_models/stl/UB40-T003.stl"
"UB40-E004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.016095203692096813","0.1876896279121127","True","2","1.0","0.5423124452446846","0.008545985903286923","True","0.016095203692096813","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","4","84","UB40-T004","UB40-T004","UB40-T004.stl","This object is a rectangular bar approximately 0.75 units long, 0.375 units wide, and 0.0938 units thick. One short side contains a centered semicircular notch that removes material through the full thickness, creating a clean half-round opening in the side profile. Because the notch spans the full bar width, its radius is about 0.1875 units, and the remaining body keeps a half-thickness of roughly 0.0469 units about its mid-plane. All other faces stay planar and orthogonal, and no additional holes, steps, or edge treatments appear elsewhere on the body.","89","560","data/reference_models/stl/UB40-T004.stl"
"UB40-E005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.07796136839186263","0.3992858361650921","True","-4","1.0","0.5020756780690837","0.010006846346084175","True","0.07796136839186263","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","5","85","UB40-T005","UB40-T005","UB40-T005.stl","This part is a thin triangular mounting plate occupying about 0.542 by 0.559 units in plan and about 0.0758 units in thickness. The half-thickness is therefore about 0.0379 units. The outer triangular outline is softened by rounded corners instead of sharp vertices, and each corner region contains one circular through-hole, giving a three-hole pattern that follows the threefold corner layout of the plate itself. Apart from the three holes and the rounded perimeter transitions, the plate remains flat, uniform in thickness, and free of raised or recessed secondary details.","89","577","data/reference_models/stl/UB40-T005.stl"
"UB40-E006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.02003513493152409","0.11634629574769251","True","2","0.0","0.6313576454987958","0.021829804904265115","False","0.02003513493152409","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","6","86","UB40-T006","UB40-T006","UB40-T006.stl","This object is a rectangular block with overall dimensions of roughly 80 by 50 by 30 units. The top face therefore has an 80-unit long side and a 50-unit short side. Its most prominent feature is one large circular blind recess opened from the top face; the recess lies near the middle of that 80-by-50 surface and does not pass through to the bottom. The solid footprint spans half-dimensions of about 40 by 25 units, and the full block height is 30 units, so the recess is clearly a localized top feature rather than a through-opening. The rest of the block stays box-like, with flat exterior faces and no extra bores, slots, or stepped surfaces.","115","648","data/reference_models/stl/UB40-T006.stl"
"UB40-E007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/close_loop/iteration2/claude_per_sample.csv","1","1","0.008784966209078536","0.027866266147406636","True","-4","1.0","0.5294545906456399","0.013290140860798272","False","0.008784966209078536","claude","Close-loop Workflow","Retained40 close-loop seed prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","7","87","UB40-T007","UB40-T007","UB40-T007.stl","This part is a thin plate about 120 units long, 40 units wide, and 18 units thick, with a slightly tapered trapezoidal outline rather than a perfect rectangle. The 120-unit span is the long side of the plate and the 40-unit span is the short side. Three circular through-holes are arranged along the long direction with roughly even spacing from one end to the other. The half-width is about 20 units and the half-thickness is about 9 units, while the three-hole row follows the longitudinal centerline and divides the long side into a repeated mounting pattern. The thickness is uniform, the broad faces remain flat, and the hole pattern is aligned with the main longitudinal axis of the plate.","119","695","data/reference_models/stl/UB40-T007.stl"
